post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class
"PolyLite PLA Rojo Galaxia (1.75mm, 1Kg)",polylite-pla-rojo-galaxia-1-75mm-1kg,,6998,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,380,"2022-05-06 12:52:12",10,open,,,,no,no,,105,85,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/05/818FxEpfiL._AC_SX466_.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-50d02e191e.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/817Sh29lRhL._AC_SL1500_1600x_5b00869c-765c-4d59-bf00-59961f05a3f5_x668@2x.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-rojo-galaxia-1-75mm-1kg/,1,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolyLite PLA Negro Galaxia (1.75mm, 1Kg)",polylite-pla-negro-galaxia-1-75mm-1kg,,7002,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,379,"2022-05-06 14:11:37",10,open,,,,no,no,,105,85,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-d607735f76.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-af72ec79e9.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/817Sh29lRhL._AC_SL1500_1600x_5b00869c-765c-4d59-bf00-59961f05a3f5_x668@2x.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-negro-galaxia-1-75mm-1kg/,2,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolyLite PLA Fibra de Carbono (1.75mm, 1Kg)",polylite-pla-fibra-de-carbono-1-75mm-1kg,,7007,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA-CF es un PLA reforzado con fibra de carbono diseñado para aplicaciones funcionales. Aspecto superficial liso y mate.
<ul>
 	<li>Temperatura boquilla: 190˚C – 220˚C</li>
 	<li>Velocidad de Impresión: 30mm/s – 70mm/s</li>
 	<li>Temperatura de plataforma:30˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 220˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">30˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">30mm/s - 70mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,385,"2022-05-06 14:25:16",10,open,,,,no,no,,150,120,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-33bf19b966.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-d16b193446.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-3e1fcf5146.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-fibra-de-carbono-1-75mm-1kg/,5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolyLite PLA Azul Galaxia (1.75mm, 1Kg)",polylite-pla-azul-galaxia-1-75mm-1kg,,7013,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma: 25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,381,"2022-05-06 14:35:15",10,open,,,,no,no,,105,85,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-2512a8686a-1.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/ezgif-5-e58c8b99fb-1.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/05/817Sh29lRhL._AC_SL1500_1600x_5b00869c-765c-4d59-bf00-59961f05a3f5_x668@2x.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-azul-galaxia-1-75mm-1kg/,2,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"Raise 3D Pro 3 Plus",raise-3d-pro-3-plus,,7137,"<a href=""https://tiendakrear3d.com/producto/raise-3d-pro-3-plus/""><strong>Raise 3D Pro 3 Plus</strong></a> es una impresora profesional con doble extrusor industrial de gran formato y alta resolución, que produce piezas de alta calidad utilizando filamentos premium como PLA, ABS, PETG y otros filamentos más avanzados. Cuenta con sensor de auto nivelado y cámara HD interna.

Con un gran volumen de construcción de 300x300x605 mm, cumple con los requisitos de producción a gran escala y creación rápida de prototipos de varios tamaños. Con capacidad de imprimir por la nube mediante  RaiseCloud.

Asistente inteligente EVE:  asistente precargado con problemas de impresión comunes y las soluciones correspondientes. Brinda recordatorios sobre las intervenciones regulares programadas para garantizar que el mantenimiento de la impresora se realice a tiempo.
<p style=""text-align: center""><img class=""alignnone wp-image-7143 size-full"" src=""https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Plus-Shop_2_20211022.-1-1.jpg"" alt=""Raise 3D Pro 3 Plus"" width=""657"" height=""675"" /></p>

<h3 style=""text-align: center"">Raise 3D Pro 3 Plus</h3>
<a href=""https://www.youtube.com/watch?v=uP0hn659WMg"">Ver más información </a>

&nbsp;","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">FDM</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">300x300x605mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.01-0.25mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">150mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de extrusor</div>
<div class=""producto--valor"">Directo</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Diámetro de boquilla</div>
<div class=""producto--valor"">0.4mm</div>
</div>
</div>",publish,,231,"2022-06-06 12:59:42",10,open,,,,no,no,,55000,50000,120,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Plus-Shop_2_20211022.-1-1.jpg ! alt : Raise 3D Pro 3 Plus ! title : Raise 3D Pro 3 Plus ! desc : Raise 3D Pro 3 Plus ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Plus-Shop_1_20211022.-1-1.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_3_20211022.-2.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_4_20211022.-2.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/raise-3d-pro-3-plus/,0,"Raise 3D",simple,,"Impresoras 3D|Impresoras 3D > Ensamblada","impresora 3D|Pro 3 Plus|Raise 3D|Raise 3D Pro 3 Plus",
"Raise 3D Pro 3",raise-3d-pro-3,,7144,"Raise 3D Pro 3 es una nueva impresora de la marca <strong><a href=""https://tiendakrear3d.com/impresoras-3d-de-filamento-y-resina/?s=raise&amp;post_type=product"">Raise 3D</a>.</strong> Una impresora profesional con doble extrusor industrial de gran formato y alta resolución, que produce piezas de alta calidad utilizando filamentos premium como PLA, ABS, PETG y otros filamentos más avanzados. Cuenta con sensor de auto nivelado y cámara HD interna.

Con un gran volumen de construcción de 300x300x300 mm, cumple con los requisitos de producción a gran escala y creación rápida de prototipos de varios tamaños. Con capacidad de imprimir por la nube mediante  RaiseCloud.

Asistente inteligente EVE:  asistente precargado con problemas de impresión comunes y las soluciones correspondientes. Brinda recordatorios sobre las intervenciones regulares programadas para garantizar que el mantenimiento de la impresora se realice a tiempo.
<p style=""text-align: center""><img class=""size-medium wp-image-7146 aligncenter"" src=""https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_1_20211022.-300x297.jpg"" alt=""Raise 3D Pro 3"" width=""300"" height=""297"" /></p>

<h3 style=""text-align: center""><strong>Raise 3D Pro 3</strong></h3>
<a href=""https://www.youtube.com/watch?v=uP0hn659WMg"">Ver más información</a>","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">FDM</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">300x300x300mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.01-0.25mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">150mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de extrusor</div>
<div class=""producto--valor"">Directo</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Diámetro de boquilla</div>
<div class=""producto--valor"">0.4mm</div>
</div>
</div>",publish,,229,"2022-06-06 13:22:30",10,open,,,,no,no,,40000,37000,120,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_1_20211022..jpg ! alt : Raise 3D Pro 3 ! title : Raise 3D Pro 3 ! desc : Raise 3D Pro 3 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_2_20211022..jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_3_20211022..jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/Raise3D_3D-Printer_Pro3-Shop_4_20211022.-2.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/raise-3d-pro-3/,1,"Raise 3D",simple,,"Impresoras 3D|Impresoras 3D > Ensamblada",,
"Elegoo Mars 2 Pro",elegoo-mars-2-pro,,7149,"Elegoo Mars 2 Pro esta<a href=""https://tiendakrear3d.com/productos/impresoras3d/""> impresora 3D</a> tiene una pantalla LCD monocromática de 6.08 pulgadas de resolución 2K. Con una pantalla monocromática que tarda solo 2 segundos por capa, lo que podría mejorar la eficiencia en la impresión. Sistema de ventilación mediante carbon activo y marco de la estructura mecanizado en CNC.

<strong>Caracteristicas:</strong>
<ul>
 	<li>Área de impresión de 129x80x160 mm</li>
 	<li>LCD monocromo</li>
 	<li>Resolución 2K</li>
 	<li>Precisión de 50 micrones</li>
 	<li>1-2 segundos por capa</li>
 	<li>Filtro de carbón activado</li>
 	<li>Eje Z estable</li>
 	<li>Puerto USB frontal</li>
 	<li>Adhesión mejorada</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-7150 size-large"" src=""https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-mars-2-pro-mono-lcd-msla-resin-3d-printer-with-air-purifier-3d-printers-elegoo-shop-104422_2048x2048-1024x1024.jpg"" alt=""Elegoo Mars 2 Pro"" width=""1024"" height=""1024"" /></p>

<h3 style=""text-align: center;"">Elegoo Mars 2 Pro</h3>
<a href=""https://www.youtube.com/watch?v=fO1y04zh2I0"">Ver más información </a>","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">SLA basado en LCD</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">129x80x160mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.01-0.2mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">50mm/h</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución XY</div>
<div class=""producto--valor"">0.05mm (2K)</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución del eje Z</div>
<div class=""producto--valor"">0.00125mm</div>
</div>
</div>",publish,,241,"2022-06-06 15:07:57",10,open,,,,no,no,,1300,850,10.01,,,,,,instock,no,no,,no,taxable,5841|6386|6944|7153,3689|7362|1332|2127,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-mars-2-pro-mono-lcd-msla-resin-3d-printer-with-air-purifier-3d-printers-elegoo-shop-104422_2048x2048.jpg ! alt : Elegoo Mars 2 Pro ! title : Elegoo Mars 2 Pro ! desc : Elegoo Mars 2 Pro ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/ELEGOO-Impresora-3D-SLA-MARS-2-PRO-monocrom-tica-con-pantalla-LCD-de-6-dispositivo-con.jpg_Q90.jpg_.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/elegoo-mars-2-pro/,2,Elegoo,simple,,"Impresoras 3D|Impresoras 3D > LCD (resina)","Elegoo|Elegoo Mars 2 Pro|impresora 3D|Mars 2 Pro",
"Elegoo Mars 3 Pro",elegoo-mars-3-pro,,7153,"ELEGOO Mars 3 Pro viene con una pantalla LCD mono 4K de 6,6 pulgadas con una resolución de 4098*2560 y una resolución XY de 35 μm, que proporciona impresiones con detalles finos y alta precisión, que supera con creces a las <a href=""https://tiendakrear3d.com/productos/impresoras3d/?wpf_filter_cat_2=49&amp;wpf_fbv=1"">impresoras 3D FDM</a> en calidad y velocidad.
<p style=""text-align: center;""><img class=""alignnone wp-image-7156 "" src=""https://tiendakrear3d.com/wp-content/uploads/2022/06/pre-orderelegoo-mars-3-ultra-4k-mono-lcd-3d-printer-with-3pcs-fep20-film-3d-printers-elegoo-326450_2048x2048-1024x1024.png"" alt=""Elegoo Mars 3 Pro"" width=""566"" height=""493"" /></p>

<h3 style=""text-align: center;"">Elegoo Mars 3 Pro</h3>
Con un gran volumen de construcción de 143x90x175mm, puede imprimir un modelo grande o realizar una impresión por lotes en un solo trabajo, lo que le ahorra tiempo y mejora en gran medida su productividad.

<a href=""https://www.elegoo.com/products/elegoo-mars-3-pro-4k-mono-lcd-3d-printer?_pos=4&amp;_sid=dc6125911&amp;_ss=r"">Ver más información </a>","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">SLA basado en LCD</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">143x90x175mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.01-0.2mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">50mm/h</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución XY</div>
<div class=""producto--valor"">0.035mm (4K)</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución del eje Z</div>
<div class=""producto--valor"">0.00125mm</div>
</div>
</div>",publish,,250,"2022-06-06 15:25:38",10,open,,,,no,no,,1800,1550,10.01,,,,,,instock,no,no,,no,taxable,6960|6948|1752|7157,3689|7362|1332|2127,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/06/pre-orderelegoo-mars-3-ultra-4k-mono-lcd-3d-printer-with-3pcs-fep20-film-3d-printers-elegoo-326450_2048x2048.png ! alt : Elegoo Mars 3 Pro ! title : Elegoo Mars 3 Pro ! desc : Elegoo Mars 3 Pro ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/new-elegoo-mars-3-ultra-4k-mono-lcd-3d-printer-3d-printers-elegoo-shop-556190_2048x2048.png ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/elegoo-mars-3-pro/,5,Elegoo,simple,,"Impresoras 3D|Impresoras 3D > LCD (resina)","Elegoo|Elegoo Mars 3 Pro|impresora 3D|Mars 3 Pro",
"Elegoo Saturn S",elegoo-saturn-s,,7157,"<a href=""https://tiendakrear3d.com/producto/elegoo-saturn-s/"">Elegoo Saturn S</a> esta impresora 3D tiene una pantalla LCD monocromática de 9.1 pulgadas de resolución 4K. Reduce el tiempo de impresión por capa a 2s-3s. Bajo consumo de energía y una pantalla monocromática de larga duración.
<p style=""text-align: center;""><img class="" wp-image-7158 alignnone"" src=""https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-saturn-s-msla-91-4k-mono-lcd-3d-printer-3d-printers-elegoo-shop-230469_2048x2048-300x300.png"" alt=""Elegoo Saturn S"" width=""349"" height=""341"" /></p>

<h3 style=""text-align: center;"">Elegoo Saturn S</h3>
<a href=""https://www.youtube.com/watch?v=xi-6Gev9B2w"">Ver más información </a>","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">SLA basado en LCD</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">196x122x210mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.01-0.15mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">70mm/h</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución XY</div>
<div class=""producto--valor"">0.048mm (4K)</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución del eje Z</div>
<div class=""producto--valor"">0.00125mm</div>
</div>
</div>",publish,,256,"2022-06-06 15:41:26",10,open,,,,no,no,,2700,2500,24,,,,,,onbackorder,no,no,,no,taxable,11879|6402|6948|1752,11998|11763|1332|2127,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-saturn-s-msla-91-4k-mono-lcd-3d-printer-3d-printers-elegoo-shop-230469_2048x2048.png ! alt : Elegoo Saturn S ! title : Elegoo Saturn S ! desc : Elegoo Saturn S ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-saturn-s-msla-91-4k-mono-lcd-3d-printer-3d-printers-elegoo-shop-997651_2048x2048.png ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/elegoo-saturn-s/,3,Elegoo,simple,,"Impresoras 3D|Impresoras 3D > LCD (resina)","Elegoo Saturn S",
"Elegoo Mercury Plus 2.0",elegoo-mercury-plus-2-0,,7160,"<a href=""https://tiendakrear3d.com/producto/elegoo-mercury-plus-2-0/""><strong>Elegoo Mercury Plus 2.0</strong></a> máquina de lavado y curado permite mejorar la limpieza de los modelos impresos en resina de manera segura. Además con la función de curado se puede obtener una solidificación completa y uniforme con la ayuda de su base rotatoria.
<ul>
 	<li>Función: Lavado y curado</li>
 	<li>Método de control: botones y LEDs indicadores</li>
 	<li>Fuente de luz UV: 405nm</li>
 	<li>Tiempo de lavado: 1-30 min</li>
 	<li>Tamaño máximo de la pieza: 131x90x220mm (sin plataforma)</li>
 	<li>Tamaño de la maquina: 200x200x352mm</li>
 	<li>Peso: 3.8Kg</li>
 	<li>Base: Rotatoria</li>
</ul>
<p style=""text-align: center;""><img class=""size-medium wp-image-7162 alignnone"" src=""https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-mercury-plus-2-in-1-washing-and-curing-station-v20-3d-printer-accessories-elegoo-shop-892181_2048x2048-1-300x300.png"" alt=""Elegoo Mercury Plus 2.0"" width=""300"" height=""300"" /></p>

<h3 style=""text-align: center;"">Elegoo Mercury Plus 2.0</h3>
<a href=""https://www.youtube.com/watch?v=mTXnhFgfpYY"">Ver más información </a>","<span class=""producto--tabla--des"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</span>
<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Acabado</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Limpieza y Curado</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Máquina</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">ELEGOO</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Piezas impresas en resina</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">Metal/Plástico</div>
</div>
</div>",publish,,236,"2022-06-06 15:56:31",10,open,,,,no,no,,700,600,10.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/06/elegoo-mercury-plus-2-in-1-washing-and-curing-station-v20-3d-printer-accessories-elegoo-shop-892181_2048x2048-1.png ! alt : Elegoo Mercury Plus 2.0 ! title : Elegoo Mercury Plus 2.0 ! desc : Elegoo Mercury Plus 2.0 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2022/06/new-elegoo-mercury-plus-2-in-1-washing-and-curing-station-v20-3d-printer-accessories-elegoo-shop-689365_2048x2048.png ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/elegoo-mercury-plus-2-0/,3,Elegoo,simple,,"Impresoras 3D|Impresoras 3D > LCD (resina)","Elegoo Mercury Plus 2.0",
