post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Phrozen Sonic Mega 8K S",phrozen-sonic-mega-8k-s,,17013,"Phrozen Sonic Mega 8K S es un tipo de impresora 3D mSLA (LCD) diseñada para alta velocidad y producción de modelos en masa. Con una velocidad de impresión de 600 capas por hora, aumenta eficazmente la eficiencia en la producción en masa. La resolución de 8K ofrece altos niveles de detalle en los modelos impresos. Ahora, Phrozen Sonic Mega 8K S está equipada con un soporte incorporado para goteo de resina, para colgar la plataforma de construcción una vez que hayas terminado de imprimir.
<ul>
 	<li>Capacidades de impresión de 8K: detalles a 43 µm, produciendo modelos 3D con casi el doble de detalle que otras impresoras 3D de gran escala.</li>
 	<li>Pantalla Mono-LCD de 15"": el área de impresión Mono-LCD más grande en el mercado.</li>
 	<li>Impresión más rápida - velocidad de impresión de hasta 600 capas por hora con una nueva placa base de alta velocidad y película ACF.</li>
 	<li>Producción 10 veces más eficiente - debido a su gran volumen y mayor velocidad de impresión, puedes aumentar la eficiencia en la producción en masa.</li>
 	<li>Alimentador automatizado de resina (opcional) - bombea y rellena la resina automáticamente. Puedes añadirlo e instalarlo en tu impresora para detectar cuándo la resina necesita ser añadida automáticamente al llegar al nivel mínimo. Después de la impresión, la bomba devuelve la resina restante, lo que hace que la limpieza sea más eficiente.</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11609 size-full"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/phrozen-sonic-mega-8k-s.webp"" alt=""Phrozen Sonic Mega 8K"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Phrozen Sonic Mega 8K S</h3>","<p class=""k11-pdf"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</p>

<pre><em>Tecnología</em><em>SLA basado en LCD</em></pre>
<pre><em>Volumen de imp.</em><em>330x185x400mm</em></pre>
<pre><em>Resolución de capa</em><em>0.01-0.3mm</em></pre>
<pre><em>Velocidad max.</em><em>70mm/h</em></pre>
<pre><em>Resolución XY</em><em>0.043mm (8K)</em></pre>
<pre><em>Resolución del eje Z</em><em>0.01mm</em></pre>",publish,,687,"2023-08-12 13:51:55",1291,open,,,,no,no,,10000,9000,72.03,,,,,,instock,no,no,,no,taxable,6992|6049|8684|11583,8603|11991|1332|2127,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/phrozen-sonic-mega-8k-s.webp ! alt : Phrozen Sonic Mega 8K S ! title : Phrozen Sonic Mega 8K S ! desc : Phrozen Sonic Mega 8K S ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/08/phrozen-sonic-mega-8k-s1.webp ! alt : Phrozen Sonic Mega 8K S ! title : Phrozen Sonic Mega 8K S ! desc : Phrozen Sonic Mega 8K S ! caption : ",,https://tiendakrear3d.com/producto/phrozen-sonic-mega-8k-s/,0,Phrozen,simple,,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina","impresora 3D|Phrozen|Phrozen Sonic Mega 8K|Sonic Megan 8K",,,
"Revopoint Range 3D Scanner",revopoint-range-3d-scanner,,17021,"<p style=""text-align: left;"">Bienvenido a un mundo de escaneo 3D preciso y asequible para objetos grandes. El potente proyector de luz infrarroja de Revopoint Range 3D Scanner ofrece hasta 800 mm de distancia de escaneo al tiempo que mantiene una impresionante precisión de un solo fotograma de hasta 0.1 mm. Esto convierte al Revopoint Range 3D Scanner en una herramienta poderosa para escanear objetos grandes como automóviles, muebles y piezas industriales. Incluso permite escanear a una persona en tan solo un escaneo.</p>

<ul>
 	<li>Captura de manera efectiva escaneos detallados de objetos tan pequeños como 10x10x10 mm.</li>
 	<li>Escanear, crear una malla y exportar en formato STL para obtener modelos 3D vívidos listos para imprimir.</li>
 	<li>Escanee objetos de manera suave y rápida, con hasta 10 fotogramas por segundo.
<div class=""flex p-4 gap-4 text-base md:gap-6 md:max-w-2xl lg:max-w-[38rem] xl:max-w-3xl md:py-6 lg:px-0 m-auto"">
<div class=""relative flex w-[calc(100%-50px)] flex-col gap-1 md:gap-3 lg:w-[calc(100%-115px)]"">
<div class=""flex flex-grow flex-col gap-3"">
<div class=""min-h-[20px] flex flex-col items-start gap-3 overflow-x-auto whitespace-pre-wrap break-words"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">

&nbsp;

</div>
</div>
</div>
<div class=""flex justify-between lg:block""></div>
</div>
</div></li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11684 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/revopoint-range-3d-scanner.webp"" alt=""Creality CR-Scan Lizard"" width=""389"" height=""389"" /></p>

<h3 style=""text-align: center;"">Revopoint Range 3D Scanner</h3>","<p class=""k11-pdf"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</p>

<pre><em>Rango de alcance</em><em>210x130mm</em></pre>
<pre><em>Precisión unitaria</em><em>Hasta 0.05 mm</em></pre>
<pre><em>Distancias de trabajo</em><em>15-40cm</em></pre>
<pre><em>Escaneo de texturas</em><em>Sí</em></pre>
<pre><em>Wi-Fi &amp; Bluetooth</em><em>2.4 Hz</em></pre>
<pre><em>Tipo de conector</em><em>Micro USB</em></pre>",publish,,713,"2023-08-12 14:18:36",1291,open,,,,no,no,,5500,5000,6,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/revopoint-range-3d-scanner.webp ! alt : Revopoint Range 3D Scanner ! title : Revopoint Range 3D Scanner ! desc : Revopoint Range 3D Scanner ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/08/revopoint-range-3d-scanner1.webp ! alt : Revopoint Range 3D Scanner ! title : Revopoint Range 3D Scanner ! desc : Revopoint Range 3D Scanner ! caption : ",,https://tiendakrear3d.com/producto/revopoint-range-3d-scanner/,0,Revopoint,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Triangulación Láser",Revopoint,,,
"Revopoint Mini 3D Scanner",revopoint-mini-3d-scanner,,17025,"<p style=""text-align: left;"">El escáner 3D MINI es un escáner de luz azul con una precisión de un solo fotograma de hasta 0.02 mm. Diseñado para escanear objetos pequeños y capturar dimensiones y detalles con precisión. Es ideal para el diseño de joyas, la creación de modelos en miniatura en 3D, la investigación científica y otras tareas donde se requieran modelos detallados de alta precisión.</p>

<ul>
 	<li>Captura de manera efectiva escaneos detallados de objetos tan pequeños como 10x10x10 mm.</li>
 	<li>Escanear, crear una malla y exportar en formato STL para obtener modelos 3D vívidos listos para imprimir.</li>
 	<li>Escanee objetos de manera suave y rápida, con hasta 10 fotogramas por segundo.</li>
</ul>
<p style=""text-align: center;""><img class=""alignnone wp-image-11684 "" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/revopoint-mini-3d-scanner.webp"" alt=""Creality CR-Scan Lizard"" width=""389"" height=""389"" /></p>

<h3 style=""text-align: center;"">Revopoint Mini 3D Scanner</h3>","<p class=""k11-pdf"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</p>

<pre><em>Rango de alcance</em><em>210x130mm</em></pre>
<pre><em>Precisión unitaria</em><em>Hasta 0.05 mm</em></pre>
<pre><em>Distancias de trabajo</em><em>15-40cm</em></pre>
<pre><em>Escaneo de texturas</em><em>Sí</em></pre>
<pre><em>Wi-Fi &amp; Bluetooth</em><em>2.4 Hz</em></pre>
<pre><em>Tipo de conector</em><em>Micro USB</em></pre>",publish,,714,"2023-08-12 14:26:00",1291,open,,,,no,no,,6500,5500,6,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/revopoint-mini-3d-scanner.webp ! alt : Revopoint Mini 3D Scanner ! title : Revopoint Mini 3D Scanner ! desc : Revopoint Mini 3D Scanner ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/08/revopoint-mini-3d-scanner1.webp ! alt : Revopoint Mini 3D Scanner ! title : Revopoint Mini 3D Scanner ! desc : Revopoint Mini 3D Scanner ! caption : ",,https://tiendakrear3d.com/producto/revopoint-mini-3d-scanner/,0,Revopoint,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Triangulación Láser",Revopoint,,,
"Film FEP Anycubic Mono 2",film-fep-anycubic-mono-2,,17040,"<span class=""a-list-item a-size-base""><strong>Film FEP Anycubic Mono 2</strong> es de instalación rapida viene con un anillo de acero, no es necesario desmontar el anillo de acero y cortar la película FEP. Todo el proceso de instalación solo tarda 3 minutos. y hay un tutorial fácil de seguir en el paquete que te guía a reemplazar mejor la película FEP.</span>
<ul>
 	<li>Contenido: 1 Unidad</li>
 	<li>Transparencia: 95%</li>
 	<li>Compatible con Photon Mono 2</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">-</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Lámina</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Anycubic</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Photon Mono X, 6K, M3 PLUS</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">FEP</div>
</div>
</div>",publish,,310,"2023-08-14 11:28:49",1291,open,,,,no,no,,50,,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/film-fep-anycubic-mono-21.webp ! alt : Film FEP Anycubic Mono 2 ! title : Film FEP Anycubic Mono 2 ! desc : Film FEP Anycubic Mono 2 ! caption : ",,https://tiendakrear3d.com/producto/film-fep-anycubic-mono-2/,7,Anycubic,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Film nFEP Anycubic M5",film-nfep-anycubic-m5,,17043,"<span class=""a-list-item a-size-base""><strong>Film nFEP Anycubic M5</strong> es de instalación rapida viene con un anillo de acero, no es necesario desmontar el anillo de acero y cortar la película FEP. Todo el proceso de instalación solo tarda 3 minutos. y hay un tutorial fácil de seguir en el paquete que te guía a reemplazar mejor la película FEP.</span>
<ul>
 	<li>Contenido: 1 Unidad</li>
 	<li>Transparencia: 95%</li>
 	<li>Compatible con Photon Mono M5</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">-</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Lámina</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Anycubic</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Photon Mono X, 6K, M3 PLUS</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">FEP</div>
</div>
</div>",publish,,311,"2023-08-14 11:58:53",1291,open,,,,no,no,,100,80,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/film-fep-anycubic-m5.webp ! alt : Film FEP Anycubic M5 ! title : Film FEP Anycubic M5 ! desc : Film FEP Anycubic M5 ! caption : ",,https://tiendakrear3d.com/producto/film-nfep-anycubic-m5/,3,Anycubic,simple,,"Repuestos|Repuestos > Film FEP","Film nFEP Anycubic M5",,,
"Film ACF Anycubic M5s",film-acf-anycubic-m5s,,17045,"<span class=""a-list-item a-size-base""><strong>Film ACF Anycubic M5s</strong> es de instalación rapida viene con un anillo de acero, no es necesario desmontar el anillo de acero y cortar la película FEP. Todo el proceso de instalación solo tarda 3 minutos. y hay un tutorial fácil de seguir en el paquete que te guía a reemplazar mejor la película FEP.</span>
<ul>
 	<li>Contenido: 1 Unidad</li>
 	<li>Transparencia: 95%</li>
 	<li>Compatible con Photon Mono M5s</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">-</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Lámina</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Anycubic</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Photon Mono X, 6K, M3 PLUS</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">FEP</div>
</div>
</div>",publish,,308,"2023-08-14 12:00:45",1291,open,,,,no,no,,160,140,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/film-fep-anycubic-m5s.webp ! alt : Film FEP Anycubic M5s ! title : Film FEP Anycubic M5s ! desc : Film FEP Anycubic M5s ! caption : ",,https://tiendakrear3d.com/producto/film-acf-anycubic-m5s/,1,Anycubic,simple,,"Repuestos|Repuestos > Film FEP","Film ACF Anycubic M5s",,,
"Base Magnética PEI 300x300mm FLSUN",base-magnetica-pei-300x300mm-flsun,,17047,"<span class=""a-list-item a-size-base"">La <strong>Base Magnética PEI </strong><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Repuesto para el sistema de calentamiento de la plataforma&quot;}"" data-sheets-userformat=""{&quot;2&quot;:513,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0}"">para el sistema de calentamiento de la plataforma de la marca Flsun. </span>Fácil de pegar a la superficie de impresión, fácil de quitar las impresiones, se flexiona ligeramente para quitar tu impresión de inmediato. </span><span class=""a-list-item a-size-base"">Alta resistencia y resistencia al calor. </span><span class=""a-list-item a-size-base"">Compatible con PLA, PETG, TPU, ABS y cualquier otro filamento.</span>
<ul>
 	<li>Tamaño: 300x300mm</li>
 	<li>Contenido: 1 Base Magnética PEI, 1 superficie imantada.</li>
 	<li>Fácil remoción de piezas impresas</li>
 	<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Repuesto para el sistema de calentamiento de la plataforma&quot;}"" data-sheets-userformat=""{&quot;2&quot;:513,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0}"">Compatible con el modelo V400.</span></li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">-</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Plataforma</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Flsun</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">SR</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tamaño</div>
<div class=""producto--valor"">260x260mm</div>
</div>
</div>",publish,,278,"2023-08-14 12:07:37",1291,open,,,,no,no,,250,200,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2022/12/plataforma-magnetica-flexible-pei-200x200mm.webp ! alt : Base Magnética PEI FLSUN ! title : Base Magnética PEI FLSUN ! desc : Base Magnética PEI FLSUN ! caption : ",,https://tiendakrear3d.com/producto/base-magnetica-pei-300x300mm-flsun/,0,Flsun,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible PEI|Plataforma Magnética Flexible PEI 320x310mm",,,
"Tubo Calefactor Flsun SR",tubo-calefactor-flsun-sr,,17048,"<strong>Tubo Calefactor Flsun SR</strong> es un componente clave utilizado en impresoras 3D para calentar la boquilla del extrusor y derretir el filamento de impresión para su extrusión. El tubo calefactor es un elemento resistivo que se encuentra en el interior de un tubo metálico que se conecta al bloque del extrusor.
<ul>
 	<li>Voltaje entrada: 24VDC</li>
 	<li>Potencia 50W</li>
</ul>
<p style=""text-align: center;""><img class=""wp-image-3989 alignnone"" src=""https://tiendakrear3d.com/wp-content/uploads/2023/08/tubo-calefactor-flsun-sr.webp"" alt=""Tubo Calefactor Elegoo"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Tubo Calefactor Flsun SR</h3>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title=""""><strong>Mecánica</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor""><strong>Extrusión</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor""><strong>Tubo Calefactor</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor""><strong>Elegoo</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor""><strong>Neptune 3 Pro, Plus, Max</strong></div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,390,"2023-08-14 12:16:06",1291,open,,,,no,no,,20,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/tubo-calefactor-flsun-sr.webp ! alt : Tubo Calefactor Flsun SR ! title : Tubo Calefactor Flsun SR ! desc : Tubo Calefactor Flsun SR ! caption : ",,https://tiendakrear3d.com/producto/tubo-calefactor-flsun-sr/,0,Flsun,simple,,"Repuestos|Repuestos > Resistencias","Tubo Calefactor",,,
"Termistor Flsun SR",termistor-flsun-sr,,17051,"<p style=""text-align: left;""><strong>Termistor Flsun SR</strong>, repuesto del componente electrónico de la marca Flsun, compatible con el modelo Super Racer.</p>","<ul>
 	<li>Tipo</li>
 	<li>Electrónico</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Medicion</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Sensor</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Creality</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Ender 3, Ender 3 Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>-</li>
</ul>",publish,,395,"2023-08-14 12:25:00",1291,open,,,,no,no,,20,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/termistor-flsun-sr.webp ! alt : Termistor Flsun SR ! title : Termistor Flsun SR ! desc : Termistor Flsun SR ! caption : ",,https://tiendakrear3d.com/producto/termistor-flsun-sr/,0,Flsun,simple,,"Repuestos|Repuestos > Termistores",,,,
"Hotend Flsun SR",hotend-flsun-sr,,17055,"<strong>Hotend Flsun SR</strong>, repuesto del sistema mecánico de la marca Flsun, compatible con el modelo Super Racer.

Contiene:
<ul>
 	<li>Bloque calentador</li>
 	<li>Boquilla de 0.4mm</li>
 	<li>Heatbreak</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecanica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusion</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">HotEnd</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Sidewinder-X1 y Genius</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,414,"2023-08-14 13:59:57",1291,open,,,,no,no,,100,80,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/kit-hotend-flsun-sr.webp ! alt : Hotend Flsun SR ! title : Hotend Flsun SR ! desc : Hotend Flsun SR ! caption : ",,https://tiendakrear3d.com/producto/hotend-flsun-sr/,1,Flsun,simple,,"Repuestos|Repuestos > Hotends",,,,
"Hotend Flsun V400",hotend-flsun-v400,,17057,"<strong>Hotend Flsun V400</strong>, repuesto del sistema mecánico de la marca Flsun, compatible con el modelo V400.

Contiene:
<ul>
 	<li>Bloque calentador</li>
 	<li>Boquilla de 0.4mm</li>
 	<li>Heatbreak</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecanica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusion</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">HotEnd</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Sidewinder-X1 y Genius</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,415,"2023-08-14 14:52:52",1291,open,,,,no,no,,150,120,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/hotend-flsun-v400.webp ! alt : Hotend Flsun V400 ! title : Hotend Flsun V400 ! desc : Hotend Flsun V400 ! caption : ",,https://tiendakrear3d.com/producto/hotend-flsun-v400/,2,Flsun,simple,,"Repuestos|Repuestos > Hotends",,,,
"Extrusor Flsun SR",extrusor-flsun-sr,,17058,"<strong>Extrusor Flsun SR</strong>, repuesto del sistema mecánico de extrusión de la marca Flsun, compatible con el modelo Super Racer.","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecanica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusion</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">HotEnd</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Sidewinder-X1 y Genius</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,413,"2023-08-14 15:29:21",1291,open,,,,no,no,,150,120,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/extrusor-flsun-sr.webp ! alt : Extrusor Flsun SR ! title : Extrusor Flsun SR ! desc : Extrusor Flsun SR ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2023/08/extrusor-flsun-sr1.webp ! alt : Extrusor Flsun SR ! title : Extrusor Flsun SR ! desc : Extrusor Flsun SR ! caption : ",,https://tiendakrear3d.com/producto/extrusor-flsun-sr/,1,Flsun,simple,,"Repuestos|Repuestos > Hotends",,,,
"Placa Principal Flsun SR",placa-principal-flsun-sr,,17068,"<strong>Placa Principal Flsun SR, </strong>repuesto original para la placa principal de la Marca Flsun.
<ul>
 	<li>Placa madre</li>
 	<li>Fácil y rápida instalación</li>
 	<li>Procesador: 32 bits</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Electrónico</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Control</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Placa</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Creality</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Ender 3 V2</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,1217,"2023-08-15 10:05:59",1291,open,,,,no,no,,300,,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/placa-principal-flsun-sr.webp ! alt : Placa Principal Flsun SR ! title : Placa Principal Flsun SR ! desc : Placa Principal Flsun SR ! caption : ",,https://tiendakrear3d.com/producto/placa-principal-flsun-sr/,0,Flsun,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Correa Flsun SR",correa-flsun-sr,,17070,"<p style=""text-align: left;""><strong>Correa Flsun SR</strong>, repuesto del sistema mecánico original de la marca Flsun.</p>

<ul>
 	<li>Largo: 125 cm</li>
 	<li>Ancho: 6 mm</li>
 	<li>Paso: GT2</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Motriz</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Correa</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Creality</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Creality, Artillery, Anycubic</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">Goma</div>
</div>
</div>",publish,,437,"2023-08-15 10:21:45",1291,open,,,,no,no,,20,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2023/08/correa-flsun-sr.webp ! alt : Correa Flsun SR ! title : Correa Flsun SR ! desc : Correa Flsun SR ! caption : ",,https://tiendakrear3d.com/producto/correa-flsun-sr/,0,Creality,simple,,"Repuestos|Repuestos > Correas",,,,
